x,y,z,p,date,iso,gadm2,ecoregion,lat,lon,the_geom,created_at,updated_at,the_geom_webmercator,cartodb_id
127191,72779,17,74,2006-02-28 23:00:00+00,VUT,206617,10126,-19.50625,169.3423059901391,0101000020E6100000EA1BB12BF42A65409A999999998133C0,2014-01-14 09:40:21.351854+00,2014-01-14 09:40:46.130231+00,0101000020110F0000E77D5CB451FA7141D498BD2373E540C1,1391697
